order_id,product_id,add_to_cart_order,reordered
567593,37003,7,0
611513,21137,2,1
3112949,23205,16,0
2847700,42282,3,1
1212461,23029,7,0
603239,17652,19,0
1574606,42500,10,1
394355,21572,6,0
1101280,46906,3,1
990940,7925,34,1
173618,14652,7,0
1967824,38928,1,1
2559320,30240,26,0
3076251,49605,2,1
2193493,42615,7,0
999433,31343,4,1
104152,3999,4,1
100041,519,5,1
2663225,35503,11,1
2003126,24852,3,1
2456357,3812,7,0
98401,17948,5,0
2411460,34551,4,0
2249070,34780,1,1
586056,23373,13,0
2173430,28289,6,1
2423763,6774,12,1
481050,46575,13,1
2653158,12107,2,1
1605638,3988,4,0
1465938,36103,7,1
2539025,41695,3,0
563515,30391,7,1
456143,27429,10,1
327752,23139,3,0
2583997,25890,1,1
1613527,21137,7,1
2429289,35503,8,1
1026435,47993,7,1
2425625,27440,16,1
1574113,26604,13,0
140841,19821,2,1
1645548,33862,8,1
2837996,20955,3,1
528009,10498,1,0
2151965,28985,6,1
67793,1999,8,1
1329009,16495,10,1
3301500,24125,10,0
3286072,35127,15,0
3001451,24799,1,1
2949872,8859,7,1
3216696,37687,6,1
1748848,8467,11,1
655258,2809,1,1
2920519,47058,6,0
1071943,13852,7,1
1242452,7099,6,0
1558873,2480,4,0
1051580,7361,10,0
2744609,3142,2,1
1654929,18534,1,1
2818801,14161,4,0
1442885,21137,14,1
153023,23537,8,0
2044814,12604,16,0
2416290,43698,11,0
1075348,37220,17,0
225202,17191,11,1
1846793,8518,7,0
1058324,43122,10,1
2983318,30391,19,0
2238211,8239,16,0
2268324,4932,5,1
1836701,28656,9,1
482222,4086,15,1
556571,5240,14,1
633320,27941,1,0
2957746,48679,21,1
635138,19322,11,1
1770538,21137,8,1
1497324,46979,2,1
1752371,22890,6,1
1369229,34786,7,0
2931091,4920,15,1
1944989,3464,3,0
381890,22108,17,0
224224,24118,26,0
1888255,31100,19,0
2503642,23909,3,1
1085274,41950,7,1
175102,26604,2,1
2154218,30391,8,1
2753892,49585,6,0
414568,7389,6,1
2586958,24852,5,1
2263794,45603,23,0
2777193,196,2,1
1844670,5876,17,0
1701590,43875,3,1
2535557,21903,3,1
2797114,35767,1,1
321745,9866,9,0
3125437,31727,10,1
745875,38988,1,1
534656,46584,8,0
654155,5077,2,1
1117054,39475,1,1
2108766,5600,12,0
1979219,46226,12,0
2923379,12732,14,0
2974848,25896,2,1
981788,21560,20,1
368449,25089,4,0
3290890,49235,4,1
299422,42719,8,1
1535783,43262,11,0
3264985,30420,2,1
1777567,23909,1,1
1175741,23783,3,1
812094,49505,6,0
936868,48104,6,1
242812,38383,2,1
2897843,9080,6,1
1780293,33095,28,0
2614848,32781,36,1
485614,21938,8,0
3258963,33664,10,1
883060,47977,3,1
256987,35328,18,0
2717457,31478,9,1
610497,23032,5,0
1200984,3411,5,0
1614707,31635,2,1
1199384,20827,12,0
1211692,14766,4,0
791418,16974,3,1
71981,8518,10,1
2464666,19508,2,0
2822159,33198,1,1
1023383,35247,3,1
985752,41920,11,1
2643152,13758,10,0
1568482,42718,2,1
2931588,40878,10,0
395950,47626,3,1
1874225,17622,12,1
239199,21137,3,1
786081,41665,6,0
1120524,38777,8,0
1401142,18471,4,1
44731,31533,37,0
1761186,45303,9,0
1655031,45311,2,0
2683698,30391,19,1
2379635,17530,2,1
80542,11068,3,1
3219183,12341,4,1
47649,46654,2,1
2766881,4138,2,0
2294002,3020,5,1
410451,12341,6,1
3357109,12384,13,1
3011408,44359,10,1
456987,15392,4,0
1625704,46993,9,1
3309154,19048,2,1
2576694,33395,13,1
2883537,26324,6,1
771190,33846,8,1
2965886,24720,17,0
2818028,43352,6,1
2297555,21125,5,1
1575444,40020,3,0
1309971,29734,2,1
2426317,10998,18,0
237914,31394,5,0
1609107,40706,12,1
2050889,17122,3,0
976220,39812,5,0
3111714,40706,7,1
1600203,6348,7,0
747111,7350,3,1
2823263,39783,2,0
2600251,49128,6,0
3280497,2670,7,0
3088036,42585,2,1
666171,35951,4,1
721786,15424,1,1
1114504,33787,12,1
2322104,26209,6,1
91126,32382,6,0
1508003,45061,1,0
3209460,42944,7,1
1996472,49520,2,1
2743257,9120,1,1
1045576,17986,16,1
2225,33942,2,0
986107,37067,2,1
2937115,21333,6,0
2409156,46828,7,1
2925524,11712,4,1
1611995,30233,8,1
2505547,47626,8,1
1984840,9839,2,0
1248800,41621,4,1
2933236,9124,11,0
928140,26369,2,1
863237,39558,4,1
2113463,20720,6,0
2803911,12341,11,1
2185763,19348,14,0
1260624,16528,4,1
1881154,6341,2,0
2989291,15429,4,1
2812351,42360,5,1
1115111,27663,13,1
333194,24852,5,1
2390754,28058,2,1
1507860,26055,3,1
2165341,2903,14,0
3417011,34969,12,0
901524,1411,5,0
561783,28535,2,1
3368391,18465,2,1
907285,17027,5,1
948641,22395,2,0
1270887,31555,4,1
2207097,32642,2,0
2693862,18660,5,0
2226111,16015,7,1
757973,28985,11,1
37769,14651,17,0
2736898,20995,2,0
206989,12341,2,1
1847276,4462,1,1
1876957,39275,22,0
1162897,46709,18,0
2173148,15872,17,1
485435,40556,1,1
541665,24573,12,1
383628,26178,2,0
1677614,47920,5,1
3374652,39097,10,0
225493,10423,14,0
2252683,24852,22,0
3272662,39200,14,1
2279829,12766,7,0
2586776,22021,7,1
862479,20580,38,1
233087,8490,11,0
2098036,29382,1,0
1736770,7186,5,0
1617571,46979,9,0
3025701,23025,14,0
397077,10527,2,1
2711257,25146,2,0
1464287,913,10,0
724357,26032,8,1
649018,47766,4,0
3121330,13819,4,0
854280,37158,9,1
1183200,33055,13,0
2402115,39877,2,1
2477148,43768,11,1
3284994,29487,1,0
2513671,42240,1,0
1103399,7948,3,0
1490797,25230,8,0
1436945,26223,8,1
1042262,39430,8,1
3371140,46906,15,1
3267497,21137,4,1
2421269,36438,1,1
557178,21137,9,1
1521908,23543,10,0
738796,27706,1,1
546566,10112,19,0
3173561,8277,14,1
3238648,20590,4,1
1518492,8518,8,0
1775127,37710,2,1
1135921,3298,4,1
1336195,11499,9,0
246388,35221,35,0
923223,27086,13,1
1153887,47977,15,0
957525,34862,12,0
2480278,48812,4,1
1223330,43295,1,1
1546440,6287,15,1
1016797,38996,8,0
1884078,19296,13,0
2052561,46990,3,1
3132321,26604,4,1
1153757,40674,5,0
1297655,26209,15,1
904870,26799,6,0
2775537,39877,15,1
133697,32177,2,0
2024240,15924,7,0
228506,13176,8,1
1094835,33731,4,0
505157,19057,10,1
810498,38159,13,1
350537,41458,6,1
2619696,27241,32,0
2942557,41220,7,1
1891099,30999,5,1
2078630,39850,6,0
484600,4595,14,0
1541195,23430,5,0
1910841,18594,10,1
1284301,36216,8,0
1735282,24964,9,0
3223513,11520,4,1
1783338,26071,5,0
1235705,4605,3,1
1108342,44671,4,1
2131721,39984,3,0
830662,18135,7,1
2500790,13974,14,0
572440,6104,2,1
868480,44987,8,0
2927047,11215,12,1
1742133,45633,5,0
2071869,4314,2,1
1228903,32737,10,1
2614827,4113,18,1
179845,27966,16,0
2243767,44570,2,0
2191747,42356,2,0
1571060,39850,5,1
3122537,4927,17,1
549701,20520,6,0
411208,16759,21,0
3405610,43858,3,1
1713125,44177,7,1
739308,46294,9,0
15183,18176,6,0
1777501,47766,3,1
1102055,11352,15,0
2527647,16696,5,1
3239623,24179,14,0
1763018,24390,9,0
758203,4920,4,0
1431865,33731,4,1
1940112,5818,3,1
1046212,21903,12,1
937356,32177,16,0
1537456,20995,18,1
549877,38689,6,1
3378689,40256,2,0
1410063,2339,5,1
247029,16249,11,0
1070555,43263,9,1
640785,22281,11,0
2484396,36550,7,1
2453249,5456,5,1
155350,37687,11,0
1711959,49239,7,1
2453160,27336,5,0
1317754,2966,2,1
899772,6458,4,0
2447080,14294,21,0
1620263,37508,12,1
2780215,35734,11,0
40173,429,5,0
1957505,21890,4,0
1269865,47209,7,1
2810165,47931,13,0
2689172,18609,1,0
3146767,16759,6,1
837135,21903,6,1
3138775,87,3,0
2078865,23430,68,0
1460773,162,13,0
629802,1214,3,0
1702029,27845,1,1
2609454,44471,1,0
3375982,30315,3,1
3180136,22474,4,1
668484,6046,17,1
408352,12212,4,0
447183,8518,3,0
3084902,1062,2,0
2455534,14191,4,1
1625190,38689,1,1
1272267,26728,3,0
3072541,30192,14,1
339288,44787,2,1
988029,41593,19,0
76410,16083,1,1
1291104,3721,15,0
62728,6718,15,0
477347,26940,22,0
39071,45,3,1
1041587,19057,12,1
2387177,14355,6,0
486226,11365,1,1
1817578,20842,20,1
450232,45210,16,1
459396,43154,9,1
1176785,35725,12,1
1714031,41890,6,1
126465,9837,9,1
2833485,45603,4,1
2049278,2512,27,0
463969,22312,18,0
721560,34584,6,0
1578159,42625,24,1
3106892,49044,6,1
638053,14449,23,1
1525624,42445,1,1
1290010,10749,22,0
722505,28985,19,0
1381865,12341,3,1
712464,26131,13,0
1364855,36763,10,1
661283,20940,2,1
3114982,18523,11,0
923546,8518,10,1
1740286,24600,1,0
2519614,12285,6,1
2114199,18594,1,1
1642798,30252,10,0
2683388,8615,21,0
2257556,7559,3,1
1847986,13176,1,1
1855096,36944,14,1
3206335,1930,3,1
1311928,8762,5,1
748607,36551,17,0
894953,44741,9,1
2510277,47672,15,1
1001595,47528,12,0
2901246,8277,12,1
3285964,4845,11,0
2598047,9486,4,1
953510,35108,6,0
1197579,12206,12,0
3135506,41774,3,0
638946,37158,7,0
271962,45613,18,0
2584897,43961,4,1
1783704,48559,6,1
2924576,27966,10,1
347315,17706,12,0
2560573,1559,2,0
2257098,2611,13,1
1232611,37089,14,1
1823860,39275,9,1
1740567,26620,11,1
2000468,43961,30,1
1883234,6184,2,1
914062,47526,9,0
51866,25890,12,1
3054569,7035,15,0
1756455,3919,2,1
1781628,5258,4,1
2143682,21316,12,0
781775,10025,2,0
1568659,44781,12,0
1250602,38313,2,1
3351003,31766,9,0
2275970,22963,3,0
2846543,47626,1,1
2825263,22849,9,0
114760,1252,17,0
605875,24852,5,1
3242943,22699,3,1
3086942,13877,2,1
631579,24489,10,0
370042,13176,15,1
642085,1876,47,1
132775,5876,7,1
1341094,38596,4,0
1082326,29987,12,0
1088704,28465,2,1
1159965,18534,2,1
2531266,38656,3,1
1125072,22724,3,1
295759,16823,8,0
2217568,44234,3,0
3030653,15866,9,0
1505774,31506,5,1
69629,13225,1,1
46217,17461,4,1
1566804,21616,1,1
3352469,5130,5,1
1331317,21050,16,1
999982,38650,6,1
1583875,22963,2,1
1543351,8153,8,1
728059,12545,1,1
2909378,13560,3,1
1094382,19057,11,0
3249915,46672,7,0
3256282,29824,4,1
1168668,32734,3,1
2480689,9076,14,0
2261640,35167,20,0
3356145,17795,27,1
2416024,24496,2,0
2348822,49628,8,1
2768075,33548,4,1
754096,732,69,0
2602113,16174,20,0
575237,18721,11,1
2426574,43974,6,0
1145088,49113,2,1
2068605,7021,3,0
1397335,26209,8,1
2084243,27156,4,1
2458914,15258,9,1
1532838,23291,10,1
2561662,24841,10,1
985192,35221,3,0
2333810,31487,10,0
954360,6948,4,1
157596,43726,8,0
2966092,48775,11,1
1378298,17862,2,0
1960490,16797,3,0
2643974,12409,8,1
2710168,11790,1,1
2387683,23594,28,0
1656865,47766,5,1
584735,34466,4,0
1405905,5393,7,0
104832,34658,5,1
142221,43409,6,1
1550933,22227,5,1
2570049,5876,16,1
825964,18370,2,0
2220120,32360,12,0
3037638,46107,22,0
2938417,10957,2,1
1565599,37335,13,0
963475,5456,2,0
2836376,6454,7,0
2940874,49279,30,1
1928925,45056,7,1
937188,38837,1,1
1851124,37642,1,1
3193971,25634,3,1
1608584,19678,4,1
839418,24838,1,1
2886948,9840,9,1
1747342,22935,25,0
2667653,43209,5,1
2833118,4451,16,0
3009757,44085,5,1
714074,7751,7,0
1430725,31717,18,0
1038153,27845,31,1
1672724,36127,3,1
2788986,19068,3,1
2734997,7325,1,1
1298769,34126,5,1
2955802,26317,1,1
1056396,45664,9,0
1450159,9839,6,0
131511,39408,1,1
2015386,24082,1,0
532719,43713,2,1
2588797,40002,6,1
2665204,22935,21,0
315555,49645,5,1
1928682,43352,1,0
1321484,49128,6,0
1306471,46820,4,1
1752549,26454,9,0
1253862,49079,8,1
281656,23291,6,1
3403965,18609,8,1
2876542,7746,8,0
290894,42475,3,1
1510845,34126,2,0
957811,15197,1,0
940021,38456,4,1
209527,37825,9,1
1523547,28441,6,1
3146894,34496,14,1
3396098,27966,1,0
1763571,14992,8,0
1816857,3696,3,0
739726,24852,7,1
1730765,24903,5,1
1845811,42736,8,1
2472098,40742,3,0
1028139,8958,5,0
1870486,27845,4,1
2853465,34358,23,0
54948,28174,9,0
3014737,22035,10,1
2808205,48440,2,0
1838417,28985,5,1
691977,27695,1,0
963065,42231,5,0
3196705,42701,20,1
2710942,27744,3,0
635714,35233,12,1
1386547,46969,16,0
2943301,21903,2,1
463251,45919,3,0
1973745,9124,5,0
1876093,28290,11,0
1634865,16589,1,1
1846293,24269,4,0
3118492,30353,3,1
1660661,43978,23,0
3112266,3599,15,1
130576,24852,10,1
2190768,9068,6,1
2107257,9076,4,0
376784,30850,4,1
763965,26518,3,0
1808126,26769,14,0
1023131,22935,14,0
346331,6758,9,1
1789017,18070,1,1
357472,20580,8,0
3341105,18696,14,0
134829,45633,1,1
2324384,25241,13,1
1533395,36772,20,1
2220573,49139,8,1
3262984,33513,12,0
765223,47766,17,1
220795,32689,17,0
3051787,14233,9,1
1540168,14955,14,1
717341,1543,3,0
76963,35633,16,1
1773698,16797,9,1
2038371,5744,4,1
459750,45570,3,1
697011,24373,12,1
132424,21709,1,1
1001558,9159,1,1
2285587,10862,12,1
1236974,39984,11,0
1989415,31453,8,0
3313422,28214,1,1
1084067,46041,10,1
2676383,47144,8,0
2780448,8277,9,1
1323412,16170,10,0
3171945,45149,10,1
2503089,47144,8,1
602261,45,6,0
173693,45437,7,0
985481,43122,1,1
1694934,5991,10,1
3263886,1160,2,1
3061356,40311,3,0
672500,48186,9,1
2076783,29734,12,1
537524,46979,5,0
2367602,28849,10,1
1414683,9007,6,1
134060,47209,3,1
445355,26558,23,0
819005,46802,8,1
587658,44912,40,0
56727,43464,9,1
1770882,45946,11,1
2515683,18963,6,0
1789340,43621,6,1
124481,28199,9,1
1824556,28342,6,1
1231175,36170,12,1
243212,18531,1,1
60911,21903,5,1
2411605,26348,4,0
1396035,44632,6,1
3324941,35078,2,0
2018421,36550,4,0
1294622,31066,19,0
3149487,23005,1,0
1609614,9366,3,1
3274521,17316,7,1
3409720,48235,15,0
1707864,43886,5,1
1674598,23165,12,1
2721134,24622,1,0
1876157,48370,9,1
669539,39877,2,1
758472,29447,1,1
1953253,10106,7,0
2541438,9033,5,1
2515927,21386,4,1
1530642,23322,2,1
2174334,45007,23,1
2079132,35417,11,1
17134,27356,3,1
1258910,12016,6,1
831714,14650,36,0
1361434,10070,1,1
701708,32665,9,0
1915127,38533,18,0
2263715,12919,3,1
2248621,27966,12,1
2507985,1387,1,1
1868102,21938,7,1
462960,48104,16,0
2525761,43961,7,0
1890651,33198,4,1
2837902,31553,4,1
2802185,28204,8,1
3205196,27744,4,1
252825,42189,14,0
2588828,2295,9,1
2700207,42625,3,1
1603837,19057,6,1
844871,27705,4,0
2628503,39409,13,1
1198977,11782,9,1
69598,21520,10,0
3154026,31717,10,0
818847,21616,2,0
2517374,29553,5,0
1731512,22276,13,0
1895829,29447,10,1
360327,42828,4,1
248730,46720,10,0
251860,23021,1,0
1735496,16020,6,1
2935258,48762,13,0
2466521,29625,17,1
1287527,39408,3,0
1188274,47668,2,1
1530937,32515,9,1
3014247,13885,6,1
2117824,27845,3,1
2224466,19251,13,0
3340345,21267,34,0
2133136,22317,4,0
1993605,42445,2,1
597570,46984,25,0
1052590,32338,16,1
2041112,5077,18,1
2891660,39408,7,1
3228712,40229,13,1
3358409,25340,7,0
261827,49683,2,0
2469030,39099,7,0
2050929,32636,13,1
2515417,9076,3,1
962952,48745,6,1
2100112,25506,2,0
2020514,37086,7,0
306157,9587,2,1
2465843,5450,12,0
420639,5077,20,1
2067841,28928,12,1
3265349,6289,9,0
413136,42724,1,0
2919226,48112,9,0
3418821,25043,3,1
260998,22035,5,0
2427262,14462,9,0
475123,15599,6,0
2288879,12548,2,1
2298371,20114,6,0
2497654,30290,1,1
922424,22512,7,0
239251,27344,23,1
1717967,13176,9,1
618351,30391,11,0
3178038,34666,13,0
1125682,25824,26,0
977823,26882,1,0
2626906,21927,19,1
651387,26209,2,1
1441246,48679,8,1
2110714,28092,11,0
3264189,32740,5,0
1882796,16696,3,1
2983590,34844,2,0
1386627,1354,22,0
1547114,47977,1,1
52072,44085,5,1
134010,311,20,0
969103,28985,7,1
671439,21616,7,1
140780,41950,18,1
2204739,46572,20,0
3173980,7736,17,0
2591925,41220,9,0
1234501,49026,2,1
3338558,49610,18,1
2362758,20935,6,1
482256,20574,1,1
1733110,26283,6,0
512296,34429,1,0
21346,27356,7,0
2654524,5876,1,1
1402546,49520,8,0
1509635,37646,24,0
1295152,12481,24,1
2332106,33590,3,1
1522378,46562,2,1
2337368,16617,20,1
3300997,2086,1,0
2666332,10246,3,1
1962027,10673,8,0
2194743,19048,14,0
475650,15785,10,0
21022,3765,12,1
97110,28204,2,1
2125593,1181,5,0
1510300,45066,1,1
1202901,41400,1,0
1257234,12872,1,1
2684240,28985,2,1
320508,27104,6,0
2211230,12785,9,0
3014793,42536,4,1
2143349,22802,3,0
3357638,36537,4,0
660835,45002,21,1
371595,22658,12,0
1859062,43662,14,0
1204844,7461,13,0
1876285,24852,25,1
2606095,1463,5,0
409545,47526,7,0
323495,7503,6,1
1062497,41220,2,1
3140276,39468,13,0
1627397,49683,8,1
1129920,47209,9,1
1492842,34126,3,1
1493983,38558,14,1
3409081,4605,16,0
2495010,14947,4,0
684819,2298,2,1
1578354,36475,7,0
2166779,19348,1,0
1853788,32360,2,0
14150,24184,7,1
268484,37158,1,0
1656285,28601,6,0
427709,19435,5,0
875072,10339,2,1
2694859,30233,5,1
621350,22367,52,1
261039,46061,2,1
744636,17630,5,1
181332,47630,9,1
2299185,21137,3,1
3124061,21903,1,1
338546,34358,1,1
459009,25588,1,0
817636,14183,8,0
3095939,13502,31,0
2403226,27344,10,1
1523504,22993,10,1
1671841,24852,4,0
977324,47873,4,1
1418692,47361,14,1
2091151,15290,5,1
1896669,19228,1,1
1467816,9934,4,0
817128,3464,1,1
2184588,18606,27,1
2255076,21560,3,1
3293155,43961,15,1
677469,32855,5,1
2621746,8072,1,1
904552,10129,2,0
2889161,4957,12,1
1727883,1000,11,0
1173923,7206,9,0
2326189,28204,11,1
1287515,13870,1,1
1255266,47626,4,1
543130,47824,7,0
720067,9060,16,0
